word,c1,c2,source_subtlex,source_yuwei,source_xianhan,subtlex_wcount,qwen_c1_probability_distribution,qwen_c1_score,qwen_c2_probability_distribution,qwen_c2_score,lexical_structure
老鸦,老,鸦,0,0,1,,"{""1"":0.5286,""2"":0.3633,""3"":0.1041,""4"":0.0013,""7"":0.0028}",1.592,"{""1"":0.0104,""2"":0.0011,""5"":0.0063,""6"":0.0466,""7"":0.9356}",6.873,PFX
老鸨,老,鸨,1,1,1,12,"{""1"":0.4993,""2"":0.4993,""3"":0.0012,""4"":0.0,""5"":0.0}",1.5021,"{""1"":0.4047,""2"":0.5888,""3"":0.0058,""4"":0.0002,""7"":0.0005}",1.6042,PFX
老鸹,老,鸹,0,1,1,,"{""1"":0.8433,""2"":0.1465,""3"":0.0094,""4"":0.0004,""7"":0.0005}",1.1692,"{""1"":0.0061,""2"":0.0008,""5"":0.0101,""6"":0.0746,""7"":0.9084}",6.8644,PFX
老鹰,老,鹰,1,1,1,251,"{""1"":0.0302,""2"":0.8836,""3"":0.0822,""4"":0.0015,""7"":0.0025}",2.0674,"{""1"":0.0001,""4"":0.0,""5"":0.0,""6"":0.0002,""7"":0.9996}",6.9988,SUBORD
老麦,老,麦,1,0,0,18,"{""1"":0.9594,""2"":0.0372,""3"":0.0024,""4"":0.0002,""7"":0.0009}",1.0478,"{""1"":0.0065,""2"":0.9701,""3"":0.0228,""4"":0.0002,""7"":0.0004}",2.0187,PFX
老黄,老,黄,1,0,0,7,"{""1"":0.0696,""2"":0.5144,""3"":0.243,""5"":0.1474,""6"":0.0256}",2.718,"{""1"":0.0213,""2"":0.7037,""3"":0.2589,""5"":0.01,""7"":0.0061}",2.2982,PFX
老鼠,老,鼠,1,1,1,1234,"{""1"":0.8069,""2"":0.18,""3"":0.0115,""4"":0.0006,""7"":0.0009}",1.2105,"{""1"":0.0003,""2"":0.0,""5"":0.0,""6"":0.0002,""7"":0.9994}",6.9977,PFX
老龄,老,龄,1,1,1,2,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0019,""7"":0.9981}",6.998,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0015,""7"":0.9985}",6.9985,SUBORD
考上,考,上,1,0,0,46,"{""1"":0.0,""4"":0.0,""5"":0.0007,""6"":0.3773,""7"":0.622}",6.6211,"{""2"":0.0041,""3"":0.0015,""5"":0.1059,""6"":0.7826,""7"":0.1059}",5.979,COMP
考中,考,中,0,1,0,,"{""1"":0.0,""2"":0.0,""5"":0.0014,""6"":0.0757,""7"":0.9228}",6.921,"{""1"":0.0001,""4"":0.0,""5"":0.0001,""6"":0.0006,""7"":0.9992}",6.9987,COMP
考丽,考,丽,1,0,0,1,"{""1"":0.999,""2"":0.0006,""3"":0.0001,""4"":0.0,""7"":0.0003}",1.0027,"{""1"":0.0325,""2"":0.8373,""3"":0.0153,""6"":0.0016,""7"":0.1133}",2.5559,PLW
考任,考,任,0,0,1,,"{""2"":0.008,""3"":0.0029,""5"":0.2633,""6"":0.7156,""7"":0.0102}",5.7064,"{""2"":0.0007,""3"":0.0005,""5"":0.2651,""6"":0.7206,""7"":0.0132}",5.744,COORD
考克,考,克,1,0,0,2,"{""1"":0.5606,""2"":0.4366,""3"":0.0023,""4"":0.0002,""7"":0.0002}",1.4432,"{""1"":0.2221,""2"":0.7751,""3"":0.0025,""4"":0.0002,""7"":0.0001}",1.7814,PLW
考入,考,入,1,0,0,3,"{""1"":0.0,""4"":0.0,""5"":0.0007,""6"":0.0758,""7"":0.9235}",6.9227,"{""1"":0.0,""4"":0.0,""5"":0.0005,""6"":0.0953,""7"":0.9042}",6.9036,COMP
考分,考,分,0,1,1,,"{""1"":0.0,""2"":0.0,""5"":0.0001,""6"":0.011,""7"":0.9889}",6.9887,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0005,""7"":0.9995}",6.9994,SUBORD
考勤,考,勤,1,1,1,7,"{""1"":0.0,""2"":0.0,""5"":0.0038,""6"":0.7282,""7"":0.2679}",6.2636,"{""1"":0.0,""2"":0.0,""5"":0.0009,""6"":0.2225,""7"":0.7765}",6.7752,COORD
考区,考,区,0,1,1,,"{""1"":0.0002,""2"":0.0004,""5"":0.0224,""6"":0.9545,""7"":0.0224}",5.9974,"{""2"":0.0,""4"":0.0,""5"":0.0031,""6"":0.9597,""7"":0.0372}",6.034,SUBORD
考博,考,博,1,0,1,2,"{""1"":0.0001,""2"":0.0001,""5"":0.0016,""6"":0.1821,""7"":0.8161}",6.8133,"{""2"":0.0037,""3"":0.0008,""5"":0.0275,""6"":0.9098,""7"":0.0582}",6.0133,VO
考卷,考,卷,1,1,1,34,"{""1"":0.0,""2"":0.0,""5"":0.0001,""6"":0.0601,""7"":0.9398}",6.9397,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0007,""7"":0.9993}",6.9992,SUBORD
考取,考,取,1,1,1,1,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.011,""7"":0.9889}",6.9888,"{""2"":0.0,""4"":0.0,""5"":0.002,""6"":0.499,""7"":0.499}",6.4967,COMP
考古,考,古,1,1,1,71,"{""1"":0.0006,""2"":0.0006,""5"":0.0113,""6"":0.3729,""7"":0.6148}",6.5984,"{""2"":0.0273,""3"":0.0078,""5"":0.2591,""6"":0.5486,""7"":0.1572}",5.7653,VO
考场,考,场,1,1,1,5,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0086,""7"":0.9914}",6.9914,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.018,""7"":0.982}",6.9819,SUBORD
考基,考,基,1,0,0,10,"{""1"":0.0126,""2"":0.8857,""3"":0.0934,""5"":0.0036,""6"":0.0046}",2.1102,"{""1"":0.0115,""2"":0.8048,""3"":0.1796,""5"":0.0016,""7"":0.0026}",2.1856,VO
考奇,考,奇,1,0,0,3,"{""1"":0.9498,""2"":0.0473,""3"":0.0024,""4"":0.0002,""7"":0.0004}",1.055,"{""1"":0.934,""2"":0.0597,""3"":0.0049,""4"":0.0003,""7"":0.0011}",1.077,PLW
考妣,考,妣,0,1,1,,"{""1"":0.0692,""2"":0.3982,""3"":0.5113,""5"":0.0094,""7"":0.012}",2.5303,"{""2"":0.0862,""3"":0.1107,""5"":0.1825,""6"":0.2343,""7"":0.3863}",5.527,COORD
考学,考,学,0,1,1,,"{""2"":0.0,""4"":0.0,""5"":0.0008,""6"":0.3772,""7"":0.6219}",6.621,"{""1"":0.0001,""2"":0.0001,""5"":0.0023,""6"":0.7292,""7"":0.2683}",6.2652,VO
考官,考,官,1,1,1,2,"{""1"":0.0,""2"":0.0,""5"":0.0002,""6"":0.0373,""7"":0.9625}",6.9621,"{""2"":0.0,""4"":0.0,""5"":0.0003,""6"":0.0953,""7"":0.9044}",6.9041,SUBORD
考察,考,察,1,1,1,139,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0041,""7"":0.9959}",6.9958,"{""2"":0.0,""4"":0.0,""5"":0.0001,""6"":0.018,""7"":0.9819}",6.9819,COORD
考尔,考,尔,1,0,0,1,"{""1"":0.9831,""2"":0.014,""3"":0.0015,""6"":0.0003,""7"":0.0012}",1.0252,"{""1"":0.9944,""2"":0.0052,""3"":0.0002,""4"":0.0001,""7"":0.0001}",1.0066,PLW
考布,考,布,1,0,0,4,"{""1"":0.9876,""2"":0.011,""3"":0.0007,""4"":0.0002,""7"":0.0005}",1.0161,"{""1"":0.8121,""2"":0.1812,""3"":0.0055,""4"":0.0004,""7"":0.0007}",1.1979,PLW
考据,考,据,0,1,1,,"{""1"":0.0,""2"":0.0,""5"":0.0013,""6"":0.1478,""7"":0.8508}",6.8492,"{""2"":0.0,""4"":0.0,""5"":0.0018,""6"":0.5611,""7"":0.437}",6.435,COORD
考文,考,文,1,0,0,1,"{""1"":0.0017,""2"":0.0047,""5"":0.0733,""6"":0.8933,""7"":0.027}",5.9263,"{""2"":0.4559,""3"":0.3551,""5"":0.0792,""6"":0.0481,""7"":0.0617}",3.0935,VO
考期,考,期,0,1,1,,"{""1"":0.0001,""2"":0.0,""5"":0.0008,""6"":0.1191,""7"":0.88}",6.8787,"{""2"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0086,""7"":0.9913}",6.9912,SUBORD
考林,考,林,1,0,0,10,"{""1"":0.4982,""2"":0.4982,""3"":0.0026,""4"":0.0003,""7"":0.0007}",1.5087,"{""1"":0.0368,""2"":0.9489,""3"":0.0135,""4"":0.0002,""7"":0.0005}",1.9799,PLW
考查,考,查,1,1,1,10,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0067,""7"":0.9932}",6.9931,"{""2"":0.0,""4"":0.0,""5"":0.0003,""6"":0.0373,""7"":0.9624}",6.9621,COORD
考核,考,核,1,1,1,32,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0019,""7"":0.998}",6.998,"{""2"":0.001,""3"":0.0003,""5"":0.0157,""6"":0.3154,""7"":0.6676}",6.6471,COORD
考求,考,求,0,0,1,,"{""2"":0.01,""3"":0.0129,""5"":0.5467,""6"":0.4257,""7"":0.0047}",5.3794,"{""2"":0.0019,""3"":0.0024,""5"":0.2202,""6"":0.7687,""7"":0.0067}",5.7714,COORD
考点,考,点,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0009,""6"":0.6785,""7"":0.3205}",6.3195,"{""2"":0.0001,""3"":0.0,""5"":0.0085,""6"":0.9829,""7"":0.0085}",5.9996,SUBORD
考特,考,特,1,0,0,8,"{""1"":0.9671,""2"":0.0292,""3"":0.0019,""4"":0.0003,""7"":0.0015}",1.0426,"{""1"":0.261,""2"":0.7095,""3"":0.0275,""4"":0.0006,""7"":0.0014}",1.7747,PLW
考生,考,生,1,1,1,4,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0012,""7"":0.9988}",6.9988,"{""2"":0.4593,""3"":0.1025,""5"":0.2786,""6"":0.0798,""7"":0.0798}",3.6566,SUBORD
考研,考,研,0,0,1,,"{""2"":0.0001,""4"":0.0001,""5"":0.0048,""6"":0.9196,""7"":0.0755}",6.0702,"{""2"":0.0237,""3"":0.0068,""5"":0.1361,""6"":0.7834,""7"":0.0501}",5.799,VO
考究,考,究,1,1,1,9,"{""2"":0.0027,""3"":0.0006,""5"":0.1149,""6"":0.8489,""7"":0.0329}",5.9054,"{""2"":0.0004,""3"":0.0001,""5"":0.0102,""6"":0.9143,""7"":0.075}",6.063,COORD
考级,考,级,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.0474,""7"":0.9524}",6.9522,"{""2"":0.0,""4"":0.0,""5"":0.0005,""6"":0.0474,""7"":0.9521}",6.9515,VO
考纪,考,纪,0,0,1,,"{""2"":0.1247,""3"":0.0459,""5"":0.2641,""6"":0.5591,""7"":0.0062}",5.1055,"{""2"":0.0206,""3"":0.016,""5"":0.5301,""6"":0.4128,""7"":0.0206}",5.3603,VO
考绩,考,绩,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.0373,""7"":0.9625}",6.9624,"{""2"":0.0,""4"":0.0,""5"":0.0001,""6"":0.018,""7"":0.982}",6.9819,VO
考聘,考,聘,0,0,1,,"{""1"":0.0001,""2"":0.0002,""5"":0.0179,""6"":0.9778,""7"":0.004}",5.985,"{""2"":0.0,""4"":0.0,""5"":0.0052,""6"":0.9907,""7"":0.004}",5.9986,COORD
考虑,考,虑,1,1,1,6295,"{""2"":0.2783,""3"":0.2783,""5"":0.3574,""6"":0.0377,""7"":0.0484}",3.7428,"{""2"":0.0,""4"":0.0,""5"":0.0003,""6"":0.0601,""7"":0.9396}",6.9393,COORD
考订,考,订,0,1,1,,"{""2"":0.0,""4"":0.0,""5"":0.0009,""6"":0.9391,""7"":0.06}",6.0591,"{""2"":0.0,""4"":0.0,""5"":0.0024,""6"":0.9503,""7"":0.0473}",6.0448,COORD
考证,考,证,1,1,1,13,"{""1"":0.0,""2"":0.0,""5"":0.0029,""6"":0.9214,""7"":0.0756}",6.0724,"{""2"":0.0,""4"":0.0,""5"":0.0051,""6"":0.9808,""7"":0.014}",6.0088,COORD
考评,考,评,1,1,1,5,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.1192,""7"":0.8807}",6.8806,"{""1"":0.0001,""2"":0.0002,""5"":0.0116,""6"":0.494,""7"":0.494}",6.4809,COORD
考试,考,试,1,1,1,1041,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0002,""7"":0.9998}",6.9998,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0032,""7"":0.9967}",6.9965,COORD
考语,考,语,0,0,1,,"{""1"":0.0802,""2"":0.5923,""3"":0.2179,""5"":0.0295,""7"":0.0802}",2.627,"{""2"":0.2163,""3"":0.3566,""5"":0.2163,""6"":0.0796,""7"":0.1312}",3.9798,SUBORD
考释,考,释,0,1,1,,"{""2"":0.0035,""3"":0.0008,""5"":0.1168,""6"":0.8631,""7"":0.0158}",5.8825,"{""2"":0.0,""4"":0.0,""5"":0.0009,""6"":0.9618,""7"":0.0373}",6.0363,COORD
考量,考,量,1,1,1,36,"{""2"":0.0,""4"":0.0,""5"":0.0022,""6"":0.6777,""7"":0.3201}",6.3178,"{""2"":0.0001,""4"":0.0,""5"":0.0031,""6"":0.9676,""7"":0.0292}",6.0257,COORD
考问,考,问,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0067,""7"":0.9932}",6.9931,"{""2"":0.0,""4"":0.0,""5"":0.0008,""6"":0.4996,""7"":0.4996}",6.4988,COORD
考题,考,题,1,1,1,2,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0015,""7"":0.9985}",6.9984,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0025,""7"":0.9975}",6.9974,SUBORD
考风,考,风,0,1,1,,"{""2"":0.0127,""3"":0.0209,""5"":0.8897,""6"":0.073,""7"":0.0036}",5.0004,"{""2"":0.072,""3"":0.8777,""4"":0.0046,""5"":0.0437,""6"":0.0019}",3.0257,SUBORD
考验,考,验,1,1,1,587,"{""2"":0.0,""4"":0.0,""5"":0.0026,""6"":0.7291,""7"":0.2682}",6.2654,"{""2"":0.0,""4"":0.0,""5"":0.0032,""6"":0.7748,""7"":0.222}",6.2186,COORD
耄耋,耄,耋,0,0,1,,"{""1"":0.0215,""2"":0.0037,""5"":0.0585,""6"":0.2041,""7"":0.7122}",6.5313,"{""1"":0.0003,""2"":0.0002,""5"":0.0041,""6"":0.2217,""7"":0.7738}",6.7676,BINOME
耆宿,耆,宿,0,1,1,,"{""2"":0.006,""3"":0.0036,""5"":0.5416,""6"":0.4218,""7"":0.027}",5.4504,"{""2"":0.0027,""3"":0.0013,""5"":0.0702,""6"":0.8555,""7"":0.0702}",5.9852,COORD
耆老,耆,老,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0041,""7"":0.9959}",6.9959,"{""2"":0.0,""4"":0.0,""5"":0.0002,""6"":0.5621,""7"":0.4377}",6.4376,COORD
而且,而,且,1,1,1,19404,"{""1"":0.9819,""2"":0.014,""3"":0.0019,""4"":0.0003,""7"":0.0019}",1.0299,"{""1"":0.6097,""2"":0.0825,""3"":0.0112,""6"":0.0087,""7"":0.288}",2.8762,BINOME
而丽,而,丽,1,0,0,1,"{""1"":0.9988,""2"":0.0008,""3"":0.0001,""4"":0.0001,""7"":0.0002}",1.0024,"{""1"":0.0006,""2"":0.0001,""4"":0.0001,""5"":0.0001,""7"":0.9992}",6.9959,BINOME
而今,而,今,1,1,1,44,"{""1"":0.6054,""2"":0.3672,""3"":0.0235,""4"":0.0019,""7"":0.0019}",1.4315,"{""1"":0.0001,""2"":0.0001,""5"":0.0009,""6"":0.0373,""7"":0.9617}",6.9603,SUBORD
而况,而,况,0,1,1,,"{""1"":0.6209,""2"":0.3766,""3"":0.002,""4"":0.0001,""7"":0.0004}",1.3833,"{""1"":0.0042,""2"":0.8087,""3"":0.1804,""5"":0.0033,""7"":0.0033}",2.2026,COORD
而后,而,后,1,1,1,35,"{""1"":0.2201,""2"":0.7683,""3"":0.0097,""4"":0.0005,""7"":0.0013}",1.7972,"{""1"":0.0022,""2"":0.0028,""5"":0.0345,""6"":0.4205,""7"":0.5399}",6.4831,COORD
而外,而,外,1,1,0,15,"{""1"":0.4981,""2"":0.4981,""3"":0.003,""4"":0.0002,""7"":0.0006}",1.5082,"{""1"":0.0037,""2"":0.0164,""5"":0.027,""6"":0.2563,""7"":0.6967}",6.5858,SFX
而娟,而,娟,1,0,0,1,"{""1"":0.9973,""2"":0.0025,""3"":0.0002,""4"":0.0,""7"":0.0}",1.0031,"{""1"":0.0019,""4"":0.0002,""5"":0.0003,""6"":0.0002,""7"":0.9975}",6.9872,BINOME
而安,而,安,1,0,0,1,"{""1"":0.9814,""2"":0.018,""3"":0.0003,""4"":0.0001,""7"":0.0002}",1.02,"{""1"":0.0067,""2"":0.0012,""3"":0.0009,""5"":0.004,""7"":0.9873}",6.9426,SUBORD
而已,而,已,1,1,1,5389,"{""1"":0.994,""2"":0.0052,""3"":0.0004,""4"":0.0001,""7"":0.0003}",1.0079,"{""1"":0.1668,""2"":0.7476,""3"":0.0788,""4"":0.0011,""7"":0.0057}",1.9428,BINOME
而我,而,我,1,0,0,9,"{""1"":0.9985,""2"":0.0012,""3"":0.0002,""4"":0.0,""7"":0.0001}",1.0024,"{""1"":0.9759,""2"":0.0003,""3"":0.0004,""4"":0.0004,""7"":0.023}",1.1401,SUBORD
而明,而,明,1,0,0,1,"{""1"":0.9946,""2"":0.0052,""3"":0.0002,""4"":0.0,""7"":0.0}",1.0058,"{""1"":0.0003,""2"":0.0002,""5"":0.0003,""6"":0.0006,""7"":0.9987}",6.9964,COORD
而是,而,是,1,0,0,2092,"{""1"":0.9904,""2"":0.0086,""3"":0.0004,""4"":0.0001,""7"":0.0005}",1.013,"{""1"":0.9078,""2"":0.0352,""3"":0.0101,""6"":0.0018,""7"":0.0452}",1.3353,COORD
而材,而,材,1,0,0,1,"{""1"":0.9702,""2"":0.0293,""3"":0.0004,""4"":0.0,""7"":0.0001}",1.0307,"{""1"":0.0007,""4"":0.0004,""5"":0.0002,""6"":0.0001,""7"":0.9986}",6.9941,SUBORD
而立,而,立,0,1,1,,"{""1"":0.693,""2"":0.2889,""3"":0.0163,""4"":0.0008,""7"":0.001}",1.3302,"{""2"":0.0028,""3"":0.0037,""5"":0.027,""6"":0.0733,""7"":0.8932}",6.8439,VO
而蕾,而,蕾,1,0,0,1,"{""1"":0.9945,""2"":0.0052,""3"":0.0002,""4"":0.0,""7"":0.0}",1.0059,"{""1"":0.0004,""4"":0.0002,""5"":0.0001,""6"":0.0001,""7"":0.9992}",6.9966,BINOME
而言,而,言,1,1,0,1469,"{""1"":0.981,""2"":0.018,""3"":0.0005,""4"":0.0001,""7"":0.0003}",1.0214,"{""1"":0.0017,""2"":0.0028,""5"":0.0099,""6"":0.094,""7"":0.8916}",6.8617,SFX
而超,而,超,1,0,0,1,"{""1"":0.9887,""2"":0.011,""3"":0.0003,""4"":0.0,""7"":0.0001}",1.012,"{""1"":0.0952,""2"":0.0004,""4"":0.0006,""5"":0.0011,""7"":0.9028}",6.4231,SUBORD
而非,而,非,1,0,0,49,"{""1"":0.8784,""2"":0.1189,""3"":0.0017,""4"":0.0002,""7"":0.0008}",1.1276,"{""1"":0.0585,""2"":0.0048,""5"":0.0079,""6"":0.0131,""7"":0.9157}",6.5958,COORD
耍人,耍,人,0,1,1,,"{""1"":0.0488,""2"":0.8651,""3"":0.071,""5"":0.0066,""6"":0.0085}",2.0759,"{""1"":0.3167,""2"":0.6704,""3"":0.0096,""6"":0.0007,""7"":0.0027}",1.7094,VO
耍奸,耍,奸,0,1,1,,"{""1"":0.0076,""2"":0.9904,""3"":0.0019,""6"":0.0001,""7"":0.0001}",1.995,"{""1"":0.0042,""2"":0.0007,""5"":0.0189,""6"":0.4881,""7"":0.4881}",6.4451,VO
耍弄,耍,弄,1,1,1,19,"{""1"":0.0037,""2"":0.0164,""5"":0.027,""6"":0.8956,""7"":0.0573}",5.9463,"{""1"":0.0003,""2"":0.0004,""5"":0.011,""6"":0.7683,""7"":0.2201}",6.2062,COORD
耍横,耍,横,0,0,1,,"{""1"":0.0732,""2"":0.892,""3"":0.0305,""5"":0.0017,""7"":0.0025}",1.975,"{""1"":0.0015,""2"":0.0004,""5"":0.0088,""6"":0.3735,""7"":0.6158}",6.5976,VO
耍滑,耍,滑,1,1,1,19,"{""1"":0.0472,""2"":0.9484,""3"":0.0039,""4"":0.0001,""7"":0.0004}",1.9587,"{""1"":0.0197,""2"":0.0326,""5"":0.0418,""6"":0.5093,""7"":0.3966}",6.1259,VO
耍猴,耍,猴,1,0,0,8,"{""1"":0.0292,""2"":0.0011,""5"":0.0482,""6"":0.1681,""7"":0.7534}",6.5546,"{""1"":0.32,""2"":0.1512,""5"":0.0263,""6"":0.0917,""7"":0.4109}",4.18,VO
耍笑,耍,笑,0,1,1,,"{""1"":0.0235,""2"":0.064,""5"":0.2233,""6"":0.607,""7"":0.0822}",5.4852,"{""2"":0.0324,""3"":0.0093,""5"":0.3071,""6"":0.5063,""7"":0.145}",5.6807,COORD
耍赖,耍,赖,1,1,1,26,"{""1"":0.0172,""2"":0.941,""3"":0.0365,""5"":0.0026,""7"":0.0026}",2.0404,"{""1"":0.0044,""2"":0.0004,""5"":0.0044,""6"":0.1467,""7"":0.8441}",6.8161,VO
耍钱,耍,钱,0,1,1,,"{""1"":0.022,""2"":0.2083,""3"":0.7272,""5"":0.0362,""6"":0.0063}",2.839,"{""2"":0.1874,""3"":0.5093,""5"":0.1459,""6"":0.0689,""7"":0.0885}",3.6653,VO
耍闹,耍,闹,0,0,1,,"{""1"":0.0017,""2"":0.0013,""5"":0.0714,""6"":0.87,""7"":0.0556}",5.9706,"{""2"":0.0001,""3"":0.0001,""5"":0.0097,""6"":0.8721,""7"":0.118}",6.1077,COORD
耐久,耐,久,1,1,1,5,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0006,""7"":0.9994}",6.9994,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0009,""7"":0.9991}",6.9991,COMP
耐克,耐,克,1,0,0,49,"{""1"":0.9928,""2"":0.0067,""3"":0.0004,""4"":0.0001,""7"":0.0001}",1.0083,"{""1"":0.9919,""2"":0.0076,""3"":0.0003,""4"":0.0001,""7"":0.0002}",1.0094,PLW
耐力,耐,力,1,1,1,60,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0009,""7"":0.9991}",6.9991,"{""1"":0.0,""4"":0.0,""5"":0.0003,""6"":0.1192,""7"":0.8806}",6.8803,SUBORD
耐劳,耐,劳,1,1,1,1,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0052,""7"":0.9948}",6.9947,"{""2"":0.0,""4"":0.0,""5"":0.0004,""6"":0.0601,""7"":0.9395}",6.9391,VO
耐受,耐,受,1,0,0,24,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0015,""7"":0.9985}",6.9985,"{""2"":0.0,""4"":0.0,""5"":0.0014,""6"":0.5614,""7"":0.4372}",6.4356,COORD
耐寒,耐,寒,0,1,0,,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0025,""7"":0.9975}",6.9975,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0032,""7"":0.9968}",6.9968,VO
耐德,耐,德,1,0,0,4,"{""1"":0.7283,""2"":0.2679,""3"":0.0023,""4"":0.0003,""7"":0.0011}",1.2801,"{""1"":0.0024,""2"":0.974,""3"":0.0229,""4"":0.0001,""7"":0.0005}",2.0234,PLW
耐心,耐,心,1,1,1,909,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0019,""7"":0.9981}",6.9981,"{""2"":0.0001,""4"":0.0,""5"":0.0082,""6"":0.9447,""7"":0.047}",6.0385,SUBORD
耐性,耐,性,1,1,1,56,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0019,""7"":0.9981}",6.998,"{""3"":0.0001,""4"":0.0001,""5"":0.0091,""6"":0.4954,""7"":0.4954}",6.4859,SUBORD
耐旱,耐,旱,0,1,0,,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0032,""7"":0.9968}",6.9968,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0006,""7"":0.9994}",6.9993,VO
耐杰,耐,杰,1,0,0,1,"{""1"":0.9378,""2"":0.06,""3"":0.0011,""4"":0.0002,""7"":0.0009}",1.068,"{""1"":0.0085,""2"":0.9838,""3"":0.0066,""6"":0.0001,""7"":0.0009}",2.0031,PLW
耐火,耐,火,0,1,0,,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.018,""7"":0.982}",6.9819,"{""1"":0.0,""2"":0.0,""5"":0.0003,""6"":0.0293,""7"":0.9703}",6.9698,VO
耐烦,耐,烦,0,1,1,,"{""2"":0.0037,""3"":0.0011,""5"":0.0581,""6"":0.9096,""7"":0.0275}",5.9513,"{""1"":0.0024,""2"":0.9566,""3"":0.0039,""6"":0.0289,""7"":0.0083}",2.1585,VO
耐热,耐,热,1,1,0,6,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0009,""7"":0.9991}",6.9991,"{""2"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0293,""7"":0.9706}",6.9706,VO
耐用,耐,用,1,1,1,17,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0003,""7"":0.9997}",6.9997,"{""2"":0.0001,""4"":0.0,""5"":0.0026,""6"":0.1819,""7"":0.8153}",6.8123,COMP
耐看,耐,看,0,1,1,,"{""2"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0759,""7"":0.9241}",6.924,"{""2"":0.0,""4"":0.0,""5"":0.0029,""6"":0.902,""7"":0.0951}",6.092,COMP
耐磨,耐,磨,1,1,0,2,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.1192,""7"":0.8807}",6.8806,"{""2"":0.0001,""4"":0.0,""5"":0.0013,""6"":0.119,""7"":0.8796}",6.878,COMP
耐穿,耐,穿,1,1,0,2,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0052,""7"":0.9948}",6.9948,"{""2"":0.0,""4"":0.0,""5"":0.0,""6"":0.0067,""7"":0.9933}",6.9932,COMP
耐莉,耐,莉,1,0,0,1,"{""1"":0.9747,""2"":0.0229,""3"":0.0007,""6"":0.0003,""7"":0.0015}",1.0344,"{""1"":0.9435,""2"":0.047,""3"":0.005,""4"":0.0007,""7"":0.0039}",1.082,PLW
耐震,耐,震,1,0,0,1,"{""2"":0.0001,""4"":0.0001,""5"":0.013,""6"":0.912,""7"":0.0749}",6.0614,"{""1"":0.0,""2"":0.0001,""5"":0.0029,""6"":0.4365,""7"":0.5605}",6.557,VO
耐饥,耐,饥,0,1,0,,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0373,""7"":0.9627}",6.9626,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.023,""7"":0.9769}",6.9769,VO
耒耜,耒,耜,0,0,1,,"{""1"":0.0001,""4"":0.0,""5"":0.0002,""6"":0.0025,""7"":0.9972}",6.9964,"{""1"":0.0002,""4"":0.0002,""5"":0.0038,""6"":0.2678,""7"":0.7279}",6.7224,COORD
耕作,耕,作,1,1,1,13,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0001,""7"":0.9999}",6.9999,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0004,""7"":0.9996}",6.9995,COORD
